player_id,pos,name,short_name
00-0032120,TE,Neal Sterling,N.Sterling
00-0032430,TE,David Morgan,D.Morgan
00-0034512,,Cam Phillips,C.Phillips
00-0033481,,Marcus Kemp,M.Kemp
00-0033904,T,Dion Dawkins,D.Dawkins
00-0032959,,Charone Peake,C.Peake
00-0032911,C,Spencer Pulley,S.Pulley
00-0032141,TE,Geoff Swaim,G.Swaim
00-0034309,,Chad Beebe,C.Beebe
00-0033441,,Keon Hatcher,K.Hatcher
00-0033696,TE,Sean Culkin,S.Culkin
00-0031953,,Geremy Davis,G.Davis
00-0030648,T,Alejandro Villanueva,A.Villanueva
00-0032745,TE,Alan Cross,A.Cross
00-0033471,,Isaiah Ford,I.Ford
00-0034273,WR,Damion Ratley,D.Ratley
00-0034532,,Jordan Franks,J.Franks
00-0032381,T,Taylor Decker,T.Decker
00-0034867,,Malik Turner,M.Turner
00-0030854,TE,Erik Swoope,E.Swoope
00-0033576,TE,Eric Saubert,E.Saubert
00-0029414,TE,Orson Charles,O.Charles
00-0025415,T,Joe Staley,J.Staley
00-0033559,TE,Michael Roberts,M.Roberts
00-0029091,FB,Bradley Sowell,B.Sowell
00-0032466,T,George Fant,G.Fant
00-0031690,TE,Eric Tomlinson,E.Tomlinson
00-0034834,,Sam Hubbard,S.Hubbard
00-0031788,TE,Matt Lengel,M.Lengel
00-0034499,,Jawill Davis,J.Davis
00-0034270,TE,Tyler Conklin,T.Conklin
00-0034854,,KhaDarel Hodge,K.Hodge
00-0031484,TE,Chris Manhertz,C.Manhertz
00-0033528,TE,Jeremy Sprinkle,J.Sprinkle
00-0034253,,Dontrell Hilliard,D.Hilliard
00-0031462,,Jerome Cunningham,J.Cunningham
00-0031260,TE,Logan Thomas,L.Thomas
00-0032794,,Danny Vitale,D.Vitale
00-0033374,FB,Ricky Ortiz,R.Ortiz
00-0034489,WR,Jalen Tolliver,J.Tolliver
00-0032089,TE,Brian Parker,B.Parker
00-0033627,TE,Jason Croom,J.Croom
00-0034510,WR,Robert Foster,R.Foster
00-0034829,TE,Mike Gesicki,M.Gesicki
00-0034798,TE,Durham Smythe,D.Smythe
00-0033421,TE,Antony Auclair,A.Auclair
00-0034386,,Justin Watson,J.Watson
00-0034411,,Russell Gage,R.Gage
00-0031167,TE,Scott Simonson,S.Simonson
00-0034365,TE,Ian Thomas,I.Thomas
00-0034653,WR,Deontay Burnett,D.Burnett
00-0033953,TE,Jordan Leggett,J.Leggett
00-0034777,,DJ Chark,D.Chark
00-0034420,TE,Jordan Thomas,J.Thomas
00-0034593,,Chris Lacy,C.Lacy
00-0034268,,J'Mon Moore,J.Moore
00-0033757,TE,Robert Tonyan,R.Tonyan
00-0032707,WR,Andy Jones,A.Jones
00-0031787,WR,Jake Kumerow,J.Kumerow
00-0034521,,Allen Lazard,A.Lazard
00-0034101,WR,Matt Flanagan,M.Flanagan
00-0034710,,Darvin Kidsy,D.Kidsy
00-0031744,TE,Matt LaCosse,M.LaCosse
00-0034370,WR,DaeSean Hamilton,D.Hamilton
00-0034054,,River Cracraft,R.Cracraft
00-0034747,WR,Marcell Ateman,M.Ateman
00-0034426,,Javon Wims,J.Wims
00-0032773,LB,Nick Kwiatkoski,N.Kwiatkoski
00-0034052,,Brandon Zylstra,B.Zylstra
00-0034073,,Ross Dwelley,R.Dwelley
00-0034286,WR,Richie James,R.James
00-0033246,,Johnny Mundt,J.Mundt
00-0031035,TE,Xavier Grimble,X.Grimble
00-0034676,WR,James Washington,J.Washington
00-0034686,,Auden Tate,A.Tate
00-0033258,TE,Darrell Daniels,D.Daniels
00-0034487,WR,Trent Sherfield,T.Sherfield
00-0033455,,Anthony Firkser,A.Firkser
00-0031585,TE,MyCole Pruitt,M.Pruitt
00-0034364,TE,Jordan Akins,J.Akins
00-0034631,WR,Vyncint Smith,V.Smith
00-0032661,TE,Ben Braunecker,B.Braunecker
00-0033896,TE,Adam Shaheen,A.Shaheen
00-0034351,TE,Dallas Goedert,D.Goedert
00-0033217,TE,Mo Alie-Cox,M.Alie-Cox
00-0033474,,Gehrig Dieter,G.Dieter
00-0033658,TE,Blake Jarwin,B.Jarwin
00-0033054,TE,Rico Gathers,R.Gathers
00-0034383,TE,Dalton Schultz,D.Schultz
00-0033591,WR,Noah Brown,N.Brown
00-0034317,WR,Keith Kirkwood,K.Kirkwood
00-0027440,CB,Sam Shields,S.Shields
00-0034011,TE,Dan Arnold,D.Arnold
00-0033382,WR,Austin Carr,A.Carr
